Element,X,Y,Z
C,3.13379419,0.70211174,266.72310507
C,3.36855869,1.19913854,262.99990517
C,2.69156179,2.49553224,262.80275087
C,2.88595779,1.26640914,265.38623877
C,2.03630969,2.39112734,265.12976247
C,1.76008889,2.85963804,263.85243647
C,0.43138309,3.53022704,263.74693367
C,1.34962059,2.83967134,266.19365267
C,0.15472629,3.32442984,266.18618857
C,-0.20076011,4.09383574,262.59914147
C,-1.65758071,3.98052124,262.52316387
C,-0.36044361,3.45181814,264.92576737
C,-1.69814151,3.27929544,264.83640467
C,-2.31606571,3.28244544,263.58660287
C,-3.49475791,2.43565294,263.48849857
C,-2.31981381,2.90306244,266.02981347
C,-3.33316101,2.05262784,265.90618317
C,-4.31315051,2.18643664,262.35150927
C,-4.96220971,0.88589054,262.25777587
C,-3.75019651,1.68302584,264.63480807
C,-4.29276751,0.42854674,264.51230957
C,-4.70895171,-0.07253656,263.29052397
C,-4.75600201,-1.52612696,263.15000387
C,-4.24591921,-0.33903836,265.64855357
C,-4.07397671,-1.66526086,265.49347767
C,-4.09094581,-2.24883856,264.21377757
C,-3.27111731,-3.45322986,264.08769827
C,-3.69748401,-2.30400256,266.64973837
C,-2.86088031,-3.32180476,266.51022097
C,-3.04078661,-4.27006176,262.93748597
C,-1.72587131,-4.89826686,262.81158597
C,-2.51263061,-3.72936856,265.22928387
C,-1.26526841,-4.27004346,265.09326777
C,-0.76733631,-4.61624986,263.83380197
C,0.68330999,-4.49992606,263.69494667
C,-0.50482751,-4.25908326,266.24711177
C,0.79758529,-4.08149526,266.10866637
C,1.49232639,-4.70539286,262.53493347
C,2.68867499,-3.87747756,262.39724817
C,1.31346899,-3.98661726,264.82677687
C,2.40247849,-3.18044566,264.68411997
C,2.93143029,-2.91123376,263.42095727
C,3.54612759,-1.59250096,263.27743577
C,2.78243619,-2.52784586,265.83700847
C,3.26632229,-1.30358746,265.69075427
C,4.11295109,-1.00161436,262.11305837
C,4.03912069,0.44908384,261.97860077
C,3.42750469,-0.78390786,264.40757127
C,3.28174379,0.58844434,264.25377937
C,3.34335299,-0.58517356,266.85020267
C,3.52203239,-0.37327806,269.34041487
C,3.17847809,0.93948594,269.22360907
C,4.14677039,-0.01973176,271.62507717
C,3.66083249,1.36781454,271.55796187
C,2.91973839,1.28421014,267.93200587
C,2.91269629,1.78048284,270.40957827
C,1.80399339,2.88307884,270.37728837
C,1.16141169,3.06903184,269.17971377
C,-0.08950751,3.47912864,268.89330647
C,1.22267809,3.67882914,271.41580747
C,-0.19083961,4.10634034,271.21990137
C,-0.55590211,3.40952164,267.48086467
C,-1.85519251,3.14151344,267.33600587
C,-0.87415281,3.71559664,269.99852527
C,-2.27120971,3.36715454,269.79370397
C,-2.58873691,2.89155484,268.50270657
C,-3.57061791,1.94831124,268.35415937
C,-3.29132191,3.30727994,270.78961567
C,-4.29509641,2.26057634,270.64097767
C,-3.74967761,1.44340104,267.07167647
C,-4.16587551,0.19029954,266.93497327
C,-4.19010221,1.41803674,269.49413917
C,-4.50368121,-0.00371156,269.37072397
C,-4.27913871,-0.54114726,268.09269117
C,-3.95522481,-1.83940076,267.93750157
C,-4.84435671,-0.91964166,270.44048477
C,-4.26590591,-2.25567596,270.29893287
C,-3.70990421,-2.57466256,269.07292777
C,-2.75622411,-3.55606036,268.94115497
C,-4.13602401,-3.23830576,271.33381277
C,-3.06875141,-4.22736466,271.22569867
C,-2.25038751,-3.75075246,267.66929607
C,-1.01158711,-4.20109306,267.53343197
C,-2.23299841,-4.18518116,270.07302467
C,-0.83543621,-4.59936056,269.94335407
C,-0.27140211,-4.37093836,268.68791487
C,1.06107689,-4.10933276,268.55488967
C,0.03944719,-5.07641176,270.97092257
C,1.45819479,-4.74349956,270.85007237
C,1.48064199,-3.78672956,267.27245557
C,2.48704029,-2.94736956,267.13493417
C,1.85178529,-3.99145456,269.70313117
C,2.88521009,-2.96679196,269.58766907
C,2.97694149,-2.39307796,268.30446467
C,3.36580969,-1.11589996,268.16145417
C,3.65123869,-2.38044326,270.67427427
C,3.81473409,-0.93148666,270.56204647
H,2.82340829,3.08363084,261.91863187
H,0.36624629,4.53904754,261.80848427
H,-2.20115471,4.35921624,261.68294717
H,-4.41740121,2.91319524,261.57316157
H,-5.57824641,0.63997264,261.41816157
H,-5.18085791,-2.01062776,262.29577887
H,-3.78447461,-4.38317336,262.17654417
H,-1.47789061,-5.50393886,261.96513567
H,1.21153619,-5.40549306,261.77600597
H,3.32715019,-3.95955286,261.54256907
H,4.54455309,-1.60457026,261.34165027
H,4.44021479,0.93761364,261.11526027
H,4.70223489,-0.35704696,272.47512637
H,3.83225679,2.04381294,272.36945427
H,1.76178629,3.91918674,272.30825937
H,-0.70514041,4.65139134,271.98367897
H,-3.29132091,3.96505664,271.63353817
H,-5.04966511,2.10370224,271.38322987
H,-5.40965791,-0.62370146,271.29944927
H,-4.78161831,-3.22330226,272.18697497
H,-2.89688941,-4.93866286,272.00637147
H,-0.33470381,-5.61375846,271.81715247
H,2.16043159,-5.01285526,271.61112787
H,3.99308979,-2.94118906,271.51901017
Ti,1.86352359,2.50648634,267.76485807
H,4.27407329,4.93046996,267.87005728
H,3.78008108,4.75370294,267.34820950
