Element,X,Y,Z
C,0.72830580,4.32086510,9.97893500
C,-3.44999750,3.05002420,9.97382930
C,-4.15387900,-1.43667940,9.96929580
C,-0.79491420,-4.55234400,10.01006860
C,3.54943120,-3.10897520,10.03892900
C,4.55984060,-0.01498330,10.00998870
C,4.24673520,1.41551910,9.99737500
C,3.48517060,1.93901010,11.09271970
C,2.51036340,3.03469030,11.08466580
C,2.08404920,3.79093930,9.96094130
C,0.54733690,3.79070390,12.30794710
C,-0.09349250,4.09326810,11.13200130
C,-1.55500000,4.03509660,11.16943080
C,-2.34008730,3.98838890,9.98240360
C,-3.05903930,2.71571980,12.33134340
C,-3.54170460,2.19325290,11.10865300
C,-3.95389610,0.77652820,11.09425970
C,-4.41403450,0.00514450,9.97611050
C,-3.50473870,-1.27964780,12.28229750
C,-3.44466870,-1.99297880,11.07776400
C,-2.53540540,-3.15133920,11.08656060
C,-2.15473790,-4.00105440,9.99662200
C,-0.59248390,-3.85410920,12.30497740
C,0.04537790,-4.18930310,11.10855940
C,1.49834080,-3.96433550,11.11944430
C,2.43092230,-4.05903220,10.03813070
C,3.02096800,-2.56243510,12.32264650
C,3.60789550,-2.17347960,11.12131950
C,4.06721550,-0.77837630,11.11113820
C,3.84629570,-0.08933600,12.30865750
C,3.56215330,1.25290470,12.29892780
C,3.17574960,1.79630920,13.51474270
C,2.30726610,2.81120430,13.51104360
C,1.83162170,3.26072720,12.29491570
C,0.55138630,3.68142230,14.74240300
C,-0.11371050,3.82639220,13.51579730
C,-1.48367170,3.79536980,13.53129220
C,-2.32423400,3.92315480,12.38095810
C,-2.87512470,2.49404320,14.77069660
C,-3.23123620,2.00619270,13.52455090
C,-3.60468950,0.71566160,13.50870590
C,-3.75048120,0.08098220,12.28765520
C,-3.39329620,-1.24111610,14.73249540
C,-3.14736860,-1.82496660,13.50396440
C,-2.31966720,-2.86472730,13.51014360
C,-1.86494340,-3.34348310,12.29369860
C,-0.58502260,-3.69737460,14.75661910
C,0.04179810,-3.80347900,13.53154460
C,1.34568000,-3.59516280,13.53988220
C,1.97938440,-3.44743010,12.32207200
C,2.88896180,-2.44509200,14.77274940
