Element,X,Y,Z
C,5.21630286,0.62345948,360.05409429
C,5.34565246,-0.14971132,356.37996299
C,5.06971776,1.12534618,355.82632679
C,5.17273236,0.79227028,358.64483849
C,4.68063776,2.00047328,358.09120229
C,4.14620136,2.79521118,360.35607769
C,4.59386386,2.15168748,356.68194639
C,3.79900926,3.18615248,356.12831019
C,4.03460506,2.92915798,358.94682189
C,3.07296596,3.81072578,358.39318569
C,2.92984626,3.91028598,356.98392979
C,1.76886876,4.50530078,356.43029359
C,2.09175656,4.37379028,359.24880529
C,0.84543116,4.75925708,358.69516899
C,0.67347796,4.78802438,357.28591319
C,-0.63044514,4.82920788,356.73227699
C,-0.28233474,4.84846208,359.55078869
C,-1.57376234,4.66372858,358.99715239
C,-1.74149404,4.61617308,357.58789659
C,-2.93770644,4.09560848,357.03426039
C,-2.63129164,4.26192598,359.85277209
C,-3.71956714,3.54250398,359.29913579
C,-3.08682364,4.00527838,355.62500449
C,-3.85083394,3.42776738,357.88987999
C,-4.70938484,2.44552398,357.33624379
C,-4.50356834,2.72693328,360.15475549
C,-5.17949004,1.61111898,359.60111919
C,-4.80552824,2.30008708,355.92698789
C,-5.24905824,1.45125738,358.19186339
C,-5.60490624,0.19615428,357.63822719
C,-5.53925284,0.53855928,360.45673879
C,-5.67288654,-0.75915162,359.90310259
C,-5.62959394,0.02356818,356.22897129
C,-5.63989144,-1.28096452,355.67533509
C,-5.66738284,-0.93340762,358.49384679
C,-5.45212254,-2.22009902,357.94021059
C,-5.10490994,-3.11266502,360.20508599
C,-5.40060884,-2.38665772,356.53095469
C,-4.85186604,-3.57020872,355.97731849
C,-5.02539224,-3.26781782,358.79583019
C,-4.28040364,-4.33875362,358.24219399
C,-3.58474364,-4.99699972,360.50706939
C,-4.16259104,-4.46726692,356.83293809
C,-3.16029424,-5.30231942,356.27930189
C,-3.44649794,-5.10322392,359.09781359
C,-2.31499194,-5.75253572,358.54417739
C,-2.15352794,-5.81829912,357.13492149
C,-0.89035084,-6.14432892,356.58128529
C,-1.23421444,-6.08680142,359.39979699
C,0.06629686,-6.18967032,358.84616069
C,0.24037376,-6.18004202,357.43690489
C,1.52160736,-5.93437562,356.88326869
C,1.18618566,-6.02947472,359.70178039
C,2.40570176,-5.56612612,359.14814409
C,2.55892826,-5.48295702,357.73888829
C,3.61192386,-4.71281952,357.18525209
C,3.34942296,-4.94226412,360.00376369
C,4.25351346,-4.00176852,359.45012749
C,3.73761156,-4.59199702,355.77599629
C,4.35643446,-3.86104632,358.04087169
C,4.97877226,-2.71448312,357.48723549
C,4.83965326,-3.03416642,360.30574719
C,5.25452266,-1.79731762,359.75211089
C,5.04069406,-2.55150722,356.07797959
C,5.28735346,-1.62609382,358.34285509
C,5.35939986,-0.32351142,357.78921889
C,5.37040596,-0.67198012,360.60773049
C,5.28735346,0.28213358,362.87260599
C,4.91173636,1.53146278,362.31896979
C,5.04069406,1.20754698,365.13748139
C,4.45486186,2.37318498,364.58384519
C,4.83965326,1.69020618,360.90971389
C,4.35643446,2.51708608,363.17458939
C,3.48248466,3.48565378,362.62095319
C,3.73761156,3.24803678,365.43946479
C,2.70945286,4.05103198,364.88582859
C,3.34942296,3.59830388,361.21169729
C,2.24992606,4.30045638,360.65806109
C,2.55892826,4.13899678,363.47657279
C,1.35464716,4.64061278,362.92293659
C,0.41405986,4.82096298,365.18781199
C,-0.10799724,4.84983818,360.96004449
C,0.24037376,4.83608178,363.77855619
C,-1.06273684,4.77431938,363.22491989
C,-1.99006824,4.53497238,365.48979539
C,-1.23421444,4.74284118,361.81566409
C,-2.47429944,4.33774758,361.26202789
C,-2.15352794,4.47433888,364.08053959
C,-3.30496774,3.86107078,363.52690329
C,-3.44649794,3.75926368,362.11764749
C,-4.39410054,2.86262498,361.56401129
C,-4.16259104,3.12330668,364.38252299
C,-4.94101624,2.07642288,363.82888669
C,-5.02539224,1.92385758,362.41963089
C,-5.49835254,0.70803688,361.86599469
C,-5.40060884,1.04269748,364.68450639
C,-5.65638074,-0.23655712,364.13087009
C,-5.66738284,-0.41055262,362.72161429
C,-5.57478254,-1.71183532,362.16797809
C,-5.62959394,-1.36752842,364.98648969
C,-5.31354514,-2.63323952,364.43285349
C,-5.53925284,-1.88251952,360.75872219
C,-5.24905824,-2.79521762,363.02359769
C,-4.60869804,-3.93181362,362.46996149
C,-4.80552824,-3.64404732,365.28847309
C,-3.97841324,-4.65290432,364.73483689
C,-4.50356834,-4.07089352,361.06070559
C,-3.85083394,-4.77172762,363.32558109
C,-2.78581194,-5.52514632,362.77194489
C,-1.90764094,-5.90730652,365.03682029
C,-2.63129164,-5.60588622,361.36268899
C,-1.40461294,-6.04992552,360.80905279
C,-1.74149404,-5.96013332,363.62756449
C,-0.45654194,-6.18554322,363.07392829
C,0.50070236,-6.15530932,365.33880369
C,-0.28233474,-6.19242232,361.66467239
C,1.01639056,-6.06903602,361.11103619
C,0.67347796,-6.13198462,363.92954789
C,1.93135076,-5.78605462,363.37591169
C,2.09175656,-5.71775052,361.96665579
C,3.21287136,-5.05065742,361.41301959
C,2.92984626,-5.25424622,364.23153129
C,3.91883586,-4.40347532,363.67789499
C,4.03460506,-4.27311822,362.26863919
C,4.76259476,-3.19055532,361.71500299
C,4.59386386,-3.49564772,364.53351459
C,5.12385436,-2.30358162,363.97987839
C,5.17273236,-2.13623052,362.57062259
C,5.36765376,-0.84630132,362.01698639
C,5.34565246,-1.19424892,364.83549799
C,5.31476256,0.10995868,364.28186179
H,5.54889676,-1.00339202,355.71669759
H,5.22191246,1.31468908,354.75348659
H,3.85557886,3.42240208,355.05547009
H,1.71893866,4.74304218,355.35745339
H,-0.77727664,5.02273948,355.65943679
H,-3.20233704,3.93530438,354.53332679
H,-4.88000554,2.18742458,354.83531019
H,-5.64074914,0.90103868,355.56570589
H,-5.82989214,-1.43233732,354.60249499
H,-4.95885064,-3.78831022,354.90447839
H,-3.16369684,-5.54522352,355.20646169
H,-0.78951734,-6.36534152,355.50844509
H,1.70729356,-6.09101102,355.81042849
H,3.83497536,-4.49840202,354.68431849
H,5.08866176,-2.42525812,354.98630189
H,5.27803396,1.15574188,366.21032159
H,3.97430036,3.30273978,366.51230499
H,2.02912216,4.60531438,365.54909399
H,0.54860556,4.80925118,366.27948979
H,-1.86344454,4.58194198,366.58147309
H,-4.22288314,3.35863388,365.45536309
H,-5.55577364,1.22961418,365.75734649
H,-5.84980384,-1.26495342,366.05932989
H,-5.04845164,-3.64553242,366.36131329
H,-3.43614224,-5.34284712,365.39810229
H,-2.03634634,-5.86638432,366.12849799
H,0.36686196,-6.17337782,366.43048139
H,2.93708296,-5.49706632,365.30437139
H,4.70427806,-3.71203322,365.60635479
H,5.53801906,-1.34260342,365.90833819
Ti,1.18618566,4.68551448,361.51368069
H,2.11217418,8.11687569,361.11787029
H,1.74473721,7.82198313,361.68850893
