Element,X,Y,Z
C,2.41555862,1.37798712,266.70733481
C,2.85418502,1.78556622,263.05535461
C,2.22277842,3.09270042,262.88690511
C,2.30243612,1.86300632,265.41095031
C,1.57888612,2.97122032,265.24082651
C,1.30530542,3.43771752,263.94935981
C,0.00007792,4.07109392,263.82555731
C,0.99756362,3.42457472,266.39655271
C,-0.23426188,3.83924402,266.26002841
C,-0.63066848,4.63189692,262.67832021
C,-2.07990768,4.47847192,262.58454611
C,-0.76389308,3.94645192,264.98742981
C,-2.10036278,3.72444892,264.87736651
C,-2.72831518,3.74596882,263.63017291
C,-3.90820318,2.89689412,263.51717131
C,-2.71301988,3.30352332,266.04704191
C,-3.73190818,2.45956982,265.92002841
C,-4.72975708,2.67428452,262.37525411
C,-5.41013758,1.39115712,262.26243481
C,-4.17144288,2.12134142,264.64782601
C,-4.75200358,0.88451962,264.50972021
C,-5.18746228,0.41215202,263.28172791
C,-5.28395528,-1.03766548,263.12164181
C,-4.72803878,0.10092372,265.63506341
C,-4.60792768,-1.22523098,265.46282111
C,-4.63902398,-1.78965668,264.17476251
C,-3.84080878,-3.00626798,264.03616711
C,-4.25726808,-1.88381828,266.61219681
C,-3.44571478,-2.90733998,266.46251211
C,-3.60957678,-3.81802628,262.88213061
C,-2.28608558,-4.43388058,262.75752541
C,-3.09567908,-3.29435888,265.17843251
C,-1.84764108,-3.81565888,265.04348341
C,-1.33674588,-4.13752268,263.78591861
C,0.11264112,-3.97779908,263.66198781
C,-1.10393708,-3.79601138,266.20308771
C,0.18343612,-3.56537138,266.07628541
C,0.94511292,-4.15422278,262.51485481
C,2.12517232,-3.29719508,262.40264241
C,0.71085842,-3.44656708,264.80384711
C,1.77437672,-2.60290028,264.68050511
C,2.33437022,-2.32732108,263.43363601
C,2.95146022,-1.00728558,263.30947411
C,2.10360882,-1.92710318,265.83852791
C,2.56907842,-0.69165908,265.70270031
C,3.56362752,-0.41953438,262.16535171
C,3.52929752,1.03262822,262.04222781
C,2.79838372,-0.19058228,264.43325291
C,2.70486472,1.17372132,264.28917561
C,2.59336422,0.06157222,266.85573581
C,2.73379442,0.30026412,269.26043601
C,2.45264912,1.65274842,269.11040301
C,3.32584882,0.63408212,271.55401411
C,2.93968222,2.02489492,271.41823641
C,2.16330042,2.12170682,267.85400131
C,1.45190442,3.26897262,267.69573911
C,2.31811492,2.46114152,270.21026841
C,1.45969432,3.62575582,270.04011761
C,1.04501182,4.12514532,268.75162131
C,-0.35765858,4.12351402,268.69366211
C,0.89615672,4.27117672,271.16513531
C,-0.50433288,4.59879822,271.05869271
C,-0.94097188,3.89797602,267.44377811
C,-2.22404708,3.53862932,267.33077541
C,-1.15466968,4.18742362,269.85968081
C,-2.53661588,3.72337912,269.74695271
C,-2.91871758,3.24813612,268.49115691
C,-3.91859368,2.31549712,268.36266861
C,-3.49009818,3.59835492,270.80712831
C,-4.52337548,2.57891172,270.68604731
C,-4.14586758,1.83646382,267.07791781
C,-4.61691588,0.60671552,266.92986441
C,-4.52186058,1.77816992,269.50975251
C,-4.93616388,0.38927162,269.36801791
C,-4.75551228,-0.13295798,268.07915911
C,-4.49703808,-1.43414068,267.90659551
C,-5.33579928,-0.51715598,270.42542541
C,-4.82762998,-1.87392728,270.26386111
C,-4.28297798,-2.18548468,269.03471991
C,-3.35488458,-3.17320588,268.89283791
C,-4.74673708,-2.88326248,271.27752261
C,-3.69599768,-3.88760378,271.15950631
C,-2.85075788,-3.34627358,267.62046941
C,-1.61535348,-3.76813738,267.48612051
C,-2.84693778,-3.81225458,270.02041451
C,-1.44449828,-4.18525588,269.89504141
C,-0.88868478,-3.92113288,268.64490011
C,0.41873592,-3.59086528,268.52226471
C,-0.56067388,-4.63902228,270.92079591
C,0.83478842,-4.22064198,270.81243831
C,0.83189032,-3.24167348,267.24722491
C,1.79035542,-2.35210038,267.12154021
C,1.18437582,-3.43313748,269.67351661
C,2.14406442,-2.34408678,269.56362191
C,2.23174602,-1.76520368,268.28544091
C,2.58646192,-0.46979958,268.13514271
C,2.85298172,-1.70955688,270.64415481
C,3.00599602,-0.26597918,270.50010931
H,2.36903892,3.70163312,262.01930791
H,-0.06666568,5.10297952,261.90061181
H,-2.62589378,4.85590712,261.74529111
H,-4.81583398,3.41198522,261.60499251
H,-6.02871088,1.17247322,261.41721401
H,-5.72636098,-1.49809558,262.26305601
H,-4.35246368,-3.93437848,262.12086111
H,-2.02764528,-5.03588108,261.91149901
H,0.69369622,-4.85519598,261.74654031
H,2.77956692,-3.36263068,261.55859641
H,4.00248322,-1.02622708,261.40100521
H,3.96308122,1.51983372,261.19407951
H,3.80677852,0.28561332,272.44403401
H,3.09485692,2.70993432,272.22540191
H,1.45295242,4.44889682,272.06141421
H,-1.03462188,5.07423412,271.85719381
H,-3.42195668,4.20858402,271.68341621
H,-5.23016318,2.41120542,271.47172691
H,-5.88905288,-0.20303068,271.28572861
H,-5.40896178,-2.87608568,272.11793731
H,-3.54537188,-4.62560268,271.91945581
H,-0.91078558,-5.21318758,271.75309381
H,1.54910282,-4.45518408,271.57379511
H,3.17569202,-2.23954188,271.51585311
N,1.57850222,5.48212882,268.56483811
H,1.24432243,6.07541047,269.29719101
H,4.50647489,5.39866771,268.63491166
H,3.29016149,5.40723314,268.01165555
H,3.47967655,5.92833754,268.50169048
