Element,X,Y,Z
C,0.62752581,4.65397051,9.90045362
C,-3.81457759,3.05793141,10.12446872
C,-4.58628829,-1.66905219,10.18081192
C,-1.00608659,-4.85728719,10.17437992
C,3.48363931,-3.38020839,9.95742072
C,4.50997721,-0.19726619,9.70151642
C,4.21980741,1.38134771,9.63960982
C,3.55820131,1.95705931,10.76525962
C,2.52779531,3.23949751,10.85168422
C,2.10265891,4.07788361,9.78734422
C,0.56388511,3.92156731,12.21418132
C,-0.12212439,4.25285461,11.04373992
C,-1.67060719,3.96919361,11.11434492
C,-2.62999759,4.09918021,10.07930642
C,-3.08008439,2.49687441,12.35695372
C,-3.76417069,2.12836481,11.19383812
C,-4.26578019,0.63114161,11.21349052
C,-4.87403389,-0.11381029,10.16963252
C,-3.68774259,-1.36665509,12.39627812
C,-3.75413039,-2.13282649,11.23318812
C,-2.75483349,-3.35797989,11.23648552
C,-2.47326009,-4.27304219,10.18988272
C,-0.73503889,-3.93223479,12.38374142
C,-0.15337879,-4.38954959,11.20641452
C,1.40425351,-4.16864629,11.16178502
C,2.27127621,-4.38131329,10.06083012
C,2.98154711,-2.74081389,12.24260212
C,3.55644561,-2.41283619,10.98862342
C,4.07419941,-0.90683299,10.87165802
C,3.94503711,-0.18497819,12.04403542
C,3.69670961,1.28833431,11.91576472
C,3.43449741,1.88952171,13.01693462
C,2.41779151,3.03960101,13.28245892
C,1.87450901,3.45823191,12.11575212
C,0.54021641,3.80930231,14.73495072
C,-0.07698259,3.84057361,13.49988232
C,-1.37013939,3.55456161,13.51339482
C,-2.07301319,3.39177731,12.32060372
C,-2.89086499,2.35504011,14.73337392
C,-3.27514659,1.86186071,13.53739612
C,-3.69417439,0.61070851,13.54435412
C,-3.93595689,-0.04121279,12.38838192
C,-3.43652349,-1.27769129,14.73556922
C,-3.22481339,-1.87042049,13.55709952
C,-2.38249989,-2.88533479,13.56129342
C,-1.98410449,-3.43778969,12.39973902
C,-0.61719099,-3.65870119,14.76419252
C,-0.01465039,-3.80309609,13.56927892
C,1.29303791,-3.62919559,13.53006342
C,1.92160191,-3.56622149,12.31784152
C,2.93730531,-2.55565979,14.74079262
C,3.33034111,-2.10633949,13.42874772
C,3.85140631,-0.91877109,13.35621002
C,4.02108531,-0.37716699,14.53261242
C,2.24301871,3.32023141,16.12237242
C,1.78977051,3.48286241,14.78033462
C,0.49428271,3.95172281,17.29732822
C,-0.12923449,3.85766051,16.00622242
C,-1.40702229,3.56294471,15.97675212
C,-1.92419699,3.22238301,14.74123062
C,-3.12847679,2.50203341,17.10922802
C,-3.29876709,1.86587911,15.92527322
C,-3.71384069,0.61461931,15.91506262
C,-3.68087969,-0.00684449,14.73115982
C,-3.70953559,-1.35411599,17.07243162
C,-3.23284109,-1.86088679,15.92064272
C,-2.38399249,-2.86870129,15.93117782
C,-1.83342559,-3.18917849,14.75230352
C,-0.71991499,-3.88394229,17.12065872
C,-0.01506739,-3.77758109,15.96847182
C,1.30240231,-3.60071139,15.99849672
C,1.88847761,-3.31992989,14.75804772
C,3.03963341,-2.70895339,17.25892972
C,3.38531431,-2.09251189,16.02640822
C,3.95652241,-0.91816199,16.03338272
C,4.16912831,-0.21710059,17.53462102
C,3.97243461,1.19849101,17.80790322
C,3.64435131,1.84608361,18.95802552
C,2.51791181,3.16840001,18.76524412
C,1.75527581,3.56306721,17.32869612
C,0.53745571,4.55181721,19.67127622
C,-0.19194229,4.22394711,18.48157402
C,-1.74031359,3.95920311,18.38367882
C,-2.12535589,3.39553871,17.16218622
C,-3.90160149,3.05795951,19.33304962
C,-3.82982699,2.13333601,18.26268802
C,-4.32219049,0.63738091,18.23822722
C,-3.96954699,-0.03356469,17.07058372
C,-4.63068839,-1.65618689,19.27842682
C,-3.77778929,-2.11161199,18.23992572
C,-2.75702279,-3.31685069,18.25671242
C,-1.97928279,-3.40201689,17.09759192
C,-0.99279669,-4.76830169,19.34998132
C,-0.13983259,-4.31412959,18.31131832
C,1.41573241,-4.09070399,18.36631632
C,1.94811981,-3.51434009,17.20328702
C,3.50883631,-3.33364959,19.57708772
C,3.65244081,-2.39542449,18.52641012
C,4.32135941,-0.94972719,18.61649502
C,5.02732831,-0.05485309,19.68292632
C,4.14757331,1.17772941,20.11272722
C,2.01067441,3.95542131,19.83633732
C,-2.71359459,4.08983011,19.40448282
C,-4.93990009,-0.10647349,19.27610302
C,-2.46673329,-4.20772319,19.31883202
C,2.26271151,-4.28856199,19.48310052
H,0.20397491,5.26907361,9.13420862
H,-4.57707489,3.02811871,9.37441152
H,-4.96048139,-2.32148449,9.41976502
H,-0.66703879,-5.52593959,9.41096942
H,4.17475811,-3.40217449,9.14083942
H,4.96995941,-0.70770919,8.88126802
H,4.47297861,1.96354791,8.77831972
H,2.72243461,4.27482081,8.93768092
H,-2.53458549,4.82189111,9.29604782
H,-5.45441949,0.35107671,9.40029292
H,-3.19210539,-4.51888199,9.43642792
H,2.08960301,-5.13613329,9.32455422
H,0.09094171,5.13480731,20.44950962
H,-4.67982279,3.02926641,20.06685202
H,-5.00572859,-2.31011609,20.03772862
H,-0.64775749,-5.41528799,20.12925012
H,4.18376901,-3.36471689,20.40679352
H,6.03301011,-0.21119489,20.01312862
H,3.91095621,1.44226731,21.12217062
H,2.57517591,4.10886351,20.73227422
H,-2.62571939,4.80690291,20.19376222
H,-5.53918129,0.35580111,20.03244862
H,-3.18488349,-4.45117579,20.07376862
H,2.04520201,-5.01198539,20.24089442
Ti,3.66601671,2.23784721,16.32663202
Ti,3.93409511,1.18856561,14.36144082
H,6.63490627,3.09084620,14.39285012
H,5.98527280,3.07429081,14.74683073
