Element,X,Y,Z
C,6.31186928,0.55375056,360.08583517
C,6.44121888,-0.21942024,356.41170387
C,6.16528418,1.05563726,355.85806767
C,6.26829878,0.72256136,358.67657937
C,5.77620418,1.93076436,358.12294317
C,5.24176778,2.72550226,360.38781857
C,5.68943028,2.08197856,356.71368727
C,4.89457568,3.11644356,356.16005107
C,5.13017148,2.85944906,358.97856277
C,4.16853238,3.74101686,358.42492657
C,4.02541268,3.84057706,357.01567067
C,2.86443518,4.43559186,356.46203447
C,3.18732298,4.30408136,359.28054617
C,1.94099758,4.68954816,358.72690987
C,1.76904438,4.71831546,357.31765407
C,0.46512128,4.75949896,356.76401787
C,0.81323168,4.77875316,359.58252957
C,-0.47819592,4.59401966,359.02889327
C,-0.64592762,4.54646416,357.61963747
C,-1.84214002,4.02589956,357.06600127
C,-1.53572522,4.19221706,359.88451297
C,-2.62400072,3.47279506,359.33087667
C,-1.99125722,3.93556946,355.65674537
C,-2.75526752,3.35805846,357.92162087
C,-3.61381842,2.37581506,357.36798467
C,-3.40800192,2.65722436,360.18649637
C,-4.08392362,1.54141006,359.63286007
C,-3.70996182,2.23037816,355.95872877
C,-4.15349182,1.38154846,358.22360427
C,-4.50933982,0.12644536,357.66996807
C,-4.44368642,0.46885036,360.48847967
C,-4.57732012,-0.82886054,359.93484347
C,-4.53402752,-0.04614074,356.26071217
C,-4.54432502,-1.35067344,355.70707597
C,-4.57181642,-1.00311654,358.52558767
C,-4.35655612,-2.28980794,357.97195147
C,-4.00934352,-3.18237394,360.23682687
C,-4.30504242,-2.45636664,356.56269557
C,-3.75629962,-3.63991764,356.00905937
C,-3.92982582,-3.33752674,358.82757107
C,-3.18483722,-4.40846254,358.27393487
C,-2.48917722,-5.06670864,360.53881027
C,-3.06702462,-4.53697584,356.86467897
C,-2.06472782,-5.37202834,356.31104277
C,-2.35093152,-5.17293284,359.12955447
C,-1.21942552,-5.82224464,358.57591827
C,-1.05796152,-5.88800804,357.16666237
C,0.20521558,-6.21403784,356.61302617
C,-0.13864802,-6.15651034,359.43153787
C,1.16186328,-6.25937924,358.87790157
C,1.33594018,-6.24975094,357.46864577
C,2.61717378,-6.00408454,356.91500957
C,2.28175208,-6.09918364,359.73352127
C,3.50126818,-5.63583504,359.17988497
C,3.65449468,-5.55266594,357.77062917
C,4.70749028,-4.78252844,357.21699297
C,4.44498938,-5.01197304,360.03550457
C,5.34907988,-4.07147744,359.48186837
C,4.83317798,-4.66170594,355.80773717
C,5.45200088,-3.93075524,358.07261257
C,6.07433868,-2.78419204,357.51897637
C,5.93521968,-3.10387534,360.33748807
C,6.35008908,-1.86702654,359.78385177
C,6.13626048,-2.62121614,356.10972047
C,6.38291988,-1.69580274,358.37459597
C,6.45496628,-0.39322034,357.82095977
C,6.46597238,-0.74168904,360.63947137
C,6.38291988,0.21242466,362.90434687
C,6.00730278,1.46175386,362.35071067
C,6.13626048,1.13783806,365.16922227
C,5.55042828,2.30347606,364.61558607
C,5.93521968,1.62049726,360.94145477
C,5.45200088,2.44737716,363.20633027
C,4.57805108,3.41594486,362.65269407
C,4.83317798,3.17832786,365.47120567
C,3.80501928,3.98132306,364.91756947
C,4.44498938,3.52859496,361.24343817
C,3.34549248,4.23074746,360.68980197
C,3.65449468,4.06928786,363.50831367
C,2.45021358,4.57090386,362.95467747
C,1.50962628,4.75125406,365.21955287
C,2.28175208,4.61580556,361.54542157
C,0.98756918,4.78012926,360.99178537
C,1.33594018,4.76637286,363.81029707
C,0.03282958,4.70461046,363.25666077
C,-0.89450182,4.46526346,365.52153627
C,-0.13864802,4.67313226,361.84740497
C,-1.37873302,4.26803866,361.29376877
C,-1.05796152,4.40462996,364.11228047
C,-2.20940132,3.79136186,363.55864417
C,-2.35093152,3.68955476,362.14938837
C,-3.29853412,2.79291606,361.59575217
C,-3.06702462,3.05359776,364.41426387
C,-3.84544982,2.00671396,363.86062757
C,-3.92982582,1.85414866,362.45137177
C,-4.40278612,0.63832796,361.89773557
C,-4.30504242,0.97298856,364.71624727
C,-4.56081432,-0.30626604,364.16261097
C,-4.57181642,-0.48026154,362.75335517
C,-4.47921612,-1.78154424,362.19971897
C,-4.53402752,-1.43723734,365.01823057
C,-4.21797872,-2.70294844,364.46459437
C,-4.44368642,-1.95222844,360.79046307
C,-4.15349182,-2.86492654,363.05533857
C,-3.51313162,-4.00152254,362.50170237
C,-3.70996182,-3.71375624,365.32021397
C,-2.88284682,-4.72261324,364.76657777
C,-3.40800192,-4.14060244,361.09244647
C,-2.75526752,-4.84143654,363.35732197
C,-1.69024552,-5.59485524,362.80368577
C,-0.81207452,-5.97701544,365.06856117
C,-1.53572522,-5.67559514,361.39442987
C,-0.30904652,-6.11963444,360.84079367
C,-0.64592762,-6.02984224,363.65930537
C,0.63902448,-6.25525214,363.10566917
C,1.59626878,-6.22501824,365.37054457
C,0.81323168,-6.26213124,361.69641327
C,2.11195698,-6.13874494,361.14277707
C,1.76904438,-6.20169354,363.96128877
C,3.02691718,-5.85576354,363.40765257
C,3.18732298,-5.78745944,361.99839667
C,4.30843778,-5.12036634,361.44476047
C,4.02541268,-5.32395514,364.26327217
C,5.01440228,-4.47318424,363.70963587
C,5.13017148,-4.34282714,362.30038007
C,5.85816118,-3.26026424,361.74674387
C,5.68943028,-3.56535664,364.56525547
C,6.21942078,-2.37329054,364.01161927
C,6.26829878,-2.20593944,362.60236347
C,6.46322018,-0.91601024,362.04872727
C,6.44121888,-1.26395784,364.86723887
C,6.41032898,0.04024976,364.31360267
H,6.64446318,-1.07310094,355.74843847
H,6.31747888,1.24498016,354.78522747
H,4.95114528,3.35269316,355.08721097
H,2.81450508,4.67333326,355.38919427
H,0.31828978,4.95303056,355.69117767
H,-2.10677062,3.86559546,354.56506767
H,-3.78443912,2.11771566,354.86705107
H,-4.54518272,0.83132976,355.59744677
H,-4.73432572,-1.50204624,354.63423587
H,-3.86328422,-3.85801914,354.93621927
H,-2.06813042,-5.61493244,355.23820257
H,0.30604908,-6.43505044,355.54018597
H,2.80285998,-6.16071994,355.84216937
H,4.93054178,-4.56811094,354.71605937
H,6.18422818,-2.49496704,355.01804277
H,6.37360038,1.08603296,366.24206247
H,5.06986678,3.23303086,366.54404587
H,3.12468858,4.53560546,365.58083487
H,1.64417198,4.73954226,366.31123067
H,-0.76787812,4.51223306,366.61321397
H,-3.12731672,3.28892496,365.48710397
H,-4.46020722,1.15990526,365.78908737
H,-4.75423742,-1.33466234,366.09107077
H,-3.95288522,-3.71524134,366.39305417
H,-2.34057582,-5.41255604,365.42984317
H,-0.94077992,-5.93609324,366.16023887
H,1.46242838,-6.24308674,366.46222227
H,4.03264938,-5.56677524,365.33611227
H,5.79984448,-3.78174214,365.63809567
