Element,X,Y,Z
C,4.34467018,1.86468417,114.56357893
C,4.48985328,0.87681277,110.94213393
C,4.27296338,2.12777567,110.31231733
C,4.46880838,1.14868787,106.69087233
C,4.18780818,2.38682697,106.06105583
C,4.32227468,1.95278737,113.14649173
C,3.85408378,3.13293427,112.51667523
C,4.24606218,2.21460917,108.89523023
C,3.71773958,3.36908937,108.26541363
C,3.23845378,4.03115687,114.72103303
C,3.80998938,3.21242907,111.09958803
C,3.05668648,4.23442907,110.46977153
C,3.66961138,3.44620877,106.84832653
C,2.86469598,4.42807467,106.21850993
C,3.17903098,4.09995117,113.30394583
C,2.23260388,4.94625197,112.67412933
C,2.99380098,4.30007317,109.05268433
C,2.00506228,5.09653107,108.42286783
C,1.28034108,5.47445617,114.87848713
C,2.15762038,4.99764467,111.25704213
C,1.02687078,5.57501357,110.62722563
C,1.92753258,5.14399557,107.00578063
C,0.76856008,5.66238927,106.37596413
C,1.19643058,5.50942417,113.46139993
C,-0.02851202,5.84328767,112.83158343
C,0.94127148,5.60561557,109.21013843
C,-0.29923392,5.87597787,108.58032193
C,-1.11645552,5.89000867,115.03594133
C,-0.11856112,5.85573317,111.41449623
C,-1.38814002,5.86663097,110.78467973
C,-0.38980422,5.88377127,107.16323473
C,-1.65826082,5.82929827,106.53341823
C,-1.20714642,5.88377127,113.61885413
C,-2.45211012,5.63474367,112.98903763
C,-1.47838952,5.85573317,109.36759253
C,-2.70888282,5.54294657,108.73777603
C,-1.74782962,5.81376897,105.11633103
C,-2.53822212,5.60561557,111.57195043
C,-3.67871642,5.04774267,110.94213393
C,-2.79338122,5.50942417,107.32068883
C,-3.90364472,4.89357967,106.69087233
C,-3.52448322,5.14399557,113.77630823
C,-4.52674852,4.36462807,113.14649173
C,-3.75457102,4.99764467,109.52504673
C,-4.71538652,4.16771517,108.89523023
C,-3.97681982,4.83964327,105.27378513
C,-4.59075162,4.30007317,111.72940453
C,-5.36148752,3.29115517,111.09958803
C,-4.77598162,4.09995117,107.47814303
C,-5.49375772,3.05269437,106.84832653
C,-5.26656202,3.44620877,113.93376233
C,-5.81462492,2.30096807,113.30394583
C,-5.40694002,3.21242907,109.68250083
C,-5.89532072,2.04049317,109.05268433
C,-5.53509722,2.97173277,105.43123933
C,-5.84301282,2.21460917,111.88685863
