Element,X,Y,Z
C,4.71555263,1.59583170,266.68211457
C,5.08801943,2.06645100,263.04651967
C,4.44591283,3.37657370,262.90996587
C,4.55813313,2.09569770,265.40260917
C,3.78288493,3.17338270,265.25633967
C,3.51316243,3.68086320,263.98012087
C,2.19928333,4.30589230,263.86850337
C,3.15056943,3.53754860,266.42306277
C,1.92778783,3.98506730,266.29726387
C,1.57455673,4.88963120,262.72895517
C,0.12541353,4.74108290,262.62161107
C,1.41856253,4.15060830,265.02195357
C,0.07707243,3.95578980,264.90067707
C,-0.53901957,4.00157020,263.65256167
C,-1.72883797,3.16930180,263.52541237
C,-0.55817977,3.53829140,266.05952927
C,-1.59131117,2.71449850,265.92743237
C,-2.53460317,2.96619680,262.37003507
C,-3.23652297,1.69908920,262.24388507
C,-2.02583427,2.39262000,264.65260057
C,-2.64347427,1.17622820,264.50970977
C,-3.05596447,0.71977160,263.26903817
C,-3.16917577,-0.72093430,263.10947127
C,-2.69061537,0.38897640,265.64018127
C,-2.64093947,-0.93614410,265.48492117
C,-2.58182987,-1.46619650,264.19331977
C,-1.75604527,-2.64108820,264.07459167
C,-2.43538717,-1.59837560,266.66981347
C,-1.43832357,-2.50815390,266.52518127
C,-1.49723897,-3.44231090,262.92473027
C,-0.17054877,-4.03122190,262.80865897
C,-1.01852057,-2.88713970,265.23506337
C,0.25565603,-3.37727860,265.09752327
C,0.77153223,-3.72309350,263.83612157
C,2.21971533,-3.59157340,263.69368757
C,1.01901893,-3.33612180,266.24240277
C,2.32558093,-3.15119400,266.09940287
C,3.02785523,-3.79994260,262.53064527
C,4.23700683,-2.98984110,262.38825987
C,2.85022603,-3.07082550,264.81726017
C,3.95291673,-2.28155020,264.66969117
C,4.50183393,-2.02781700,263.40912697
C,5.16221653,-0.72684140,263.27249537
C,4.33674673,-1.62978410,265.81662277
C,4.84654453,-0.42432220,265.67021607
C,5.77245293,-0.13797840,262.12545647
C,5.75376213,1.32100950,262.01813747
C,5.04991913,0.07723680,264.40059047
C,4.95640373,1.43883860,264.26815177
C,4.91797233,0.30537100,266.82229547
C,5.14682473,0.53762620,269.23250857
C,4.81732203,1.85893120,269.10322807
C,5.91812993,0.90212100,271.46648087
C,5.48504433,2.29460580,271.36473897
C,4.44681533,2.26877470,267.83926517
C,3.58621933,3.25173890,267.70776077
C,4.69630003,2.65706470,270.23451577
C,3.65330783,3.67533240,270.11781057
C,3.03504653,3.73814190,268.86771117
C,1.73544453,4.11443040,268.74292127
C,3.10602193,4.49509690,271.14990697
C,1.69125793,4.84714950,271.03439707
C,1.20033413,4.02693880,267.46806767
C,-0.08485267,3.75209370,267.34127607
C,0.98532183,4.37512880,269.88219767
C,-0.41762777,3.98612750,269.75787977
C,-0.79637537,3.50153380,268.49776607
C,-1.81529777,2.59192210,268.36332477
C,-1.39185717,3.91820370,270.79638817
C,-2.44275187,2.91405540,270.66934757
C,-2.04188277,2.09860730,267.08528777
C,-2.58555157,0.88174400,266.93933507
C,-2.45337337,2.09149780,269.49854637
C,-2.93251307,0.71811050,269.36438517
C,-2.88013177,0.13230480,268.07388227
C,-3.04807307,-1.23767500,267.92190217
C,-3.29522547,-0.13426440,270.46351777
C,-2.77210987,-1.47246810,270.30761617
C,-2.37863017,-1.83884890,269.02452057
C,-1.29291897,-2.69965810,268.90840927
C,-2.53908367,-2.37581500,271.37889747
C,-1.45104067,-3.30952710,271.24687437
C,-0.77385107,-2.88167440,267.65980907
C,0.50222633,-3.27508240,267.52463037
C,-0.68303217,-3.25908210,270.05591317
C,0.71558363,-3.62666600,269.92773237
C,1.26563823,-3.41202990,268.67399687
C,2.59834933,-3.15068080,268.53703927
C,1.59568353,-4.06391740,270.96907867
C,3.01000183,-3.74097320,270.84184597
C,3.01456573,-2.84779170,267.25481197
C,4.03080793,-2.03019090,267.10841257
C,3.40429303,-3.02381150,269.67975817
C,4.45923253,-2.03000060,269.54295987
C,4.53851043,-1.47498240,268.26216267
C,4.94489013,-0.21319850,268.10333757
C,5.27335843,-1.45219900,270.59647537
C,5.48745033,-0.01297480,270.44999037
H,4.59242633,4.01178470,262.06148567
H,2.14402443,5.37509710,261.96411877
H,-0.41091317,5.12985900,261.78130727
H,-2.59301877,3.70692130,261.60006487
H,-3.84029807,1.49080150,261.38540877
H,-3.57878897,-1.18069280,262.23440527
H,-2.23124467,-3.57057040,262.15681187
H,0.09982483,-4.63038730,261.96439977
H,2.73658083,-4.49462380,261.77070307
H,4.87065263,-3.08309630,261.53110157
H,6.19562963,-0.74295340,261.35097567
H,6.18802863,1.81452290,261.17385977
H,6.50298663,0.56779950,272.29782577
H,5.71876573,3.00456270,272.13040627
H,3.68947253,4.79824400,271.99405907
H,1.19387563,5.40053990,271.80336117
H,-1.32977307,4.54838720,271.65887647
H,-3.16207997,2.77164970,271.44855617
H,-3.81249677,0.20375280,271.33703667
H,-3.12415937,-2.33521430,272.27382557
H,-1.20644647,-3.98880030,272.03662567
H,1.22172323,-4.57255880,271.83299447
H,3.71120003,-3.99338510,271.60963587
H,5.61899043,-2.00929150,271.44208567
S,-4.76997517,-1.68767440,267.95239497
O,-5.17295817,-2.44517180,266.51967237
H,-6.10166597,-2.68773980,266.53619337
O,-5.58943853,-0.47857916,268.11458409
O,-5.01758151,-2.60163445,269.07627984
H,-9.24849244,-3.72013821,266.26014085
H,-9.21889306,-3.18972771,266.77529964
