Element,X,Y,Z
C,-3.22036157,1.67317388,0.76047411
C,-4.46788057,1.03687888,4.23886811
C,-3.69404057,1.90432588,4.98455011
C,-3.44427857,1.93062088,2.14319611
C,-2.54779457,2.50000488,2.95465811
C,-1.52847557,3.11764688,0.82797411
C,-2.71283657,2.62905788,4.34154111
C,-1.87731457,3.46174388,5.05837211
C,-1.81411357,3.33019888,2.20814211
C,-0.85499157,4.11184988,2.97045311
C,0.27453243,4.52223888,0.95878911
C,-0.85388757,4.10368388,4.38663111
C,0.28799443,4.47653488,5.10579711
C,0.30617543,4.52215288,2.33253811
C,1.53149643,4.51268688,3.03312611
C,2.70286543,4.15809788,0.92600511
C,1.51817343,4.48417688,4.44067211
C,2.67780143,4.12620288,5.14120711
C,2.71070443,4.17817588,2.33294811
C,3.75943343,3.54795488,3.03605211
C,3.72055543,3.48911588,4.45008611
C,4.51751743,2.55146288,5.12656511
C,4.64803343,2.71482388,2.32199111
C,5.23261043,1.62098588,2.99494611
C,5.11543643,1.51128588,4.39968611
C,5.32084543,0.26427588,5.01547611
C,5.63046543,0.50250888,2.23713011
C,5.57459143,-0.77200512,2.83194711
C,5.37680443,-0.89160712,4.22279911
C,4.98031343,-2.12591512,4.76051411
C,5.41387843,-1.89632712,2.00216611
C,4.79289543,-3.04704012,2.52351511
C,4.55228643,-3.14999212,3.90230911
C,3.69956143,-4.15044812,4.38353411
C,4.18084743,-3.94896212,1.63973811
C,3.13787243,-4.77330012,2.10658111
C,2.89657243,-4.90067812,3.49159511
C,1.74477443,-5.61076912,3.93587711
C,2.20809943,-5.27034412,1.17851511
C,0.92804643,-5.64091412,1.62717911
C,1.61168343,-5.99521312,5.27706311
C,0.67676443,-5.83063212,3.00613411
C,-0.66978157,-6.10558312,3.39881611
C,-0.13629357,-5.65972112,0.70557811
C,-1.45796757,-5.50088312,1.18341211
C,-0.93639557,-6.87925912,4.53245811
C,-1.73162657,-5.63400412,2.56661711
C,-2.95672657,-5.09558112,3.08958811
C,-2.43318557,-4.98956512,0.30518411
C,-3.55870257,-4.33020012,0.83398011
C,-3.11419057,-5.00236512,4.47961011
C,-3.85874157,-4.41006912,2.21318011
C,-4.95651857,-3.63402812,2.67875611
C,-4.23219157,-3.38657712,0.02758711
C,-4.89710157,-2.31367512,0.66816011
C,-5.90335357,-4.20818412,3.52952311
C,-5.20057357,-2.39051412,2.04344911
C,-5.34959057,-1.17063212,2.77645911
C,-4.95746657,-1.07745112,0.00395811
C,-4.91294857,0.12528588,0.75541211
C,-5.52362157,-1.12865412,4.17523811
C,-5.15320557,0.00945188,4.88748011
C,-5.00025457,0.04480988,2.12430411
C,-4.40534157,1.08409688,2.82932211
C,-4.33119257,1.30540988,0.17897811
C,-3.96404157,2.51388788,-1.50062689
C,-3.48650257,3.87341788,-3.34687489
C,-2.26971657,3.94415888,-2.78521189
C,-2.14392357,4.07773888,-1.42104389
C,-0.91975757,4.07055688,-0.99144289
C,-1.16801957,4.14598688,-3.66999789
C,0.12456443,4.18014488,-3.15194589
C,-0.95985157,4.17431888,0.31275911
C,0.22941243,4.25097588,-1.77258989
C,1.46806043,4.30967888,-1.14604289
C,1.28824343,4.09010388,-3.93278289
C,2.53178043,3.89548088,-3.29038389
C,1.50306143,4.43685088,0.24489511
C,2.62031043,3.99777488,-1.88197089
C,3.76793543,3.54545388,-1.19822889
C,3.64285043,3.45334488,-4.00740089
C,4.73475543,2.90591988,-3.32891489
C,3.78243643,3.57801088,0.21498011
C,4.70065843,2.77756788,0.91274711
C,4.77388943,2.84998288,-1.91504189
C,5.60137943,1.93010688,-1.20416289
C,7.26386643,1.21158388,-2.81932989
C,5.44462643,1.82154788,0.19662111
C,5.78638843,0.61827988,0.84308911
C,6.32323143,0.89748888,-1.84387589
C,6.20595543,-0.41731412,-1.32556789
C,6.22540243,-1.41398912,-3.54051089
C,5.95415243,-0.53829012,0.05633911
C,5.62940443,-1.78144112,0.61555711
C,6.08829543,-1.56834912,-2.15916889
C,5.57963443,-2.77938212,-1.60616789
C,6.09148543,-4.45396512,-3.27065789
C,5.28136543,-2.83848712,-0.23237789
C,4.44465743,-3.85901112,0.26204811
C,5.18239043,-3.88523012,-2.38519689
C,3.99731643,-4.56848912,-2.02421289
C,3.24794443,-4.88639012,-4.35398089
C,3.67273243,-4.59810312,-0.65086789
C,2.47629943,-5.18299112,-0.20529789
C,3.03609243,-5.01931812,-2.97574089
C,1.73734743,-5.39174512,-2.52686989
C,1.46613043,-5.46835112,-1.13751389
C,0.13366043,-5.58087212,-0.67772989
C,0.64956443,-5.47402112,-3.42925689
C,-0.65910757,-5.29806212,-2.96524289
C,-0.92220857,-5.35781012,-1.58080789
C,-2.17064257,-4.93224012,-1.08344889
C,-1.63939857,-4.80706612,-3.84311389
C,-2.73941857,-4.11327512,-3.32236189
C,-3.02504657,-4.20030212,-1.93586089
C,-3.95665657,-3.31895912,-1.35761789
C,-3.36311457,-3.12526612,-4.10873989
C,-4.02436357,-2.06768212,-3.47159789
C,-4.33930557,-2.17926412,-2.09030489
C,-4.69561757,-1.02843612,-1.37192189
C,-4.12067157,-0.81069812,-4.11224089
C,-4.24063357,0.33792488,-3.31575389
C,-4.45982857,0.20907888,-1.95372389
C,-4.17055157,1.29465088,-1.12127589
C,-4.02273857,1.62516988,-3.78799789
C,-3.74354057,2.65918788,-2.84891589
H,-3.76824057,1.92404188,6.06207911
H,-1.93306657,3.48443988,6.13726411
H,0.26480543,4.42389488,6.18617211
H,2.63368143,4.05689488,6.22073011
H,4.42815243,2.45839088,6.20170411
