Element,X,Y,Z
C,3.47447238,0.49462155,266.74066262
C,3.43294948,0.60484495,260.55214702
C,2.70068228,1.80561515,260.41613572
C,3.34046318,0.82147415,263.00035102
C,2.54023348,1.97806245,262.86433972
C,3.23565018,1.03241505,265.44855502
C,2.37011618,2.14097955,265.31254362
C,2.09805628,2.36631135,261.57223202
C,0.84768418,3.01023205,261.43622072
C,1.90630568,2.50310895,264.02043602
C,0.62091278,3.07392365,263.88442462
C,1.70699238,2.62863215,266.46864002
C,0.39084868,3.12444475,266.33262862
C,0.27482028,3.14471215,260.14411302
C,-1.13147032,3.12444475,260.00810172
C,0.04125278,3.17517655,262.59231702
C,-1.36153442,3.07392365,262.45630572
C,-0.19368192,3.19213415,265.04052102
C,-1.58830582,3.01023205,264.90450962
C,-1.92064472,2.89047445,261.16419802
C,-3.11073782,2.14097955,261.02818672
C,-2.13591862,2.79487605,263.61240202
C,-3.28085512,1.97806245,263.47639072
C,-2.34532732,2.68703405,266.06060602
C,-3.44130392,1.80561515,265.92459462
C,-3.51773472,1.71599545,259.73607902
C,-4.21509402,0.49462155,259.60006772
C,-3.66269182,1.53033625,262.18428302
C,-4.28852712,0.27081485,262.04827172
C,-3.79671192,1.33663425,264.63248702
C,-4.34894422,0.04314915,264.49647562
C,-4.41473802,-0.30392745,260.75616402
C,-4.37420742,-1.70978005,260.62015272
C,-4.44183352,-0.53790975,263.20436802
C,-4.32037622,-1.93909225,263.06835672
C,-4.45540372,-0.77306445,265.65257202
C,-4.25342332,-2.16492225,265.51656062
C,-4.21509402,-2.27629645,259.32804502
C,-4.12888902,-2.49550095,261.77624902
C,-3.36232212,-3.67466985,261.64023772
C,-4.03019832,-2.70937475,264.22445302
C,-3.19697052,-3.84242175,264.08844172
C,-3.91934992,-2.91720765,266.67265702
C,-3.02222892,-4.00036885,266.53664562
C,-2.93151712,-4.07550025,260.34813002
C,-1.70022082,-4.75518655,260.21211872
C,-2.74378842,-4.21776685,262.79633402
C,-1.47537912,-4.82538685,262.66032272
C,-2.54817512,-4.34898175,265.24453802
C,-1.24686642,-4.88251695,265.10852672
C,-0.89887772,-4.94330235,261.36821502
C,0.50624478,-4.88251695,261.23220372
C,-0.66452922,-4.96702325,263.81641902
C,0.73475748,-4.82538685,263.68040772
C,-0.42920342,-4.97720335,266.26462302
C,0.95959918,-4.75518655,266.12861162
C,1.07040948,-4.71525635,259.94009602
C,2.28160728,-4.00036885,259.80408472
C,1.28834888,-4.62590135,262.38830002
C,2.45634888,-3.84242175,262.25228872
C,1.50077838,-4.52413895,264.83650402
C,2.62170048,-3.67466985,264.70049272
C,2.85092948,-3.40588535,260.96018102
C,3.51280168,-2.16492225,260.82416972
C,2.99047608,-3.21612595,263.40838502
C,3.57975458,-1.93909225,263.27237372
C,3.11885848,-3.01864215,265.85658902
C,3.63358578,-1.70978005,265.72057762
C,3.65552308,-1.59405575,259.53206202
C,3.65552308,-0.18761915,259.39605072
C,3.68935018,-1.36095155,261.98026602
C,3.60832258,0.04314915,261.84425472
C,3.70969148,-1.12628555,264.42847002
C,3.54790548,0.27081485,264.29245862
C,3.71647948,-0.89083745,266.87667402
C,3.70969148,-0.65538935,269.32487792
C,3.38826738,0.71382605,269.18886662
C,3.68935018,-0.42072335,271.77308192
C,3.28957668,0.92769985,271.63707062
C,3.65552308,-0.18761915,274.22128592
C,3.17872828,1.13553275,274.08527462
C,3.11885848,1.23696725,267.89675902
C,2.19089548,2.29382535,267.76074762
C,2.99047608,1.43445105,270.34496292
C,2.00316678,2.43609195,270.20895162
C,2.85092948,1.62421045,272.79316692
C,1.80755348,2.56730685,272.65715562
C,1.50077838,2.74246405,268.91684402
C,0.15825608,3.16162745,268.78083262
C,1.28834888,2.84422645,271.36504792
C,-0.07609242,3.18534835,271.22903662
C,1.07040948,2.93358145,273.81325192
C,-0.31141822,3.19552845,273.67724062
C,-0.42920342,3.19552845,267.48872502
C,-1.81103112,2.93358145,267.35271362
C,-0.66452922,3.18534835,269.93692892
C,-2.02897052,2.84422645,269.80091762
C,-0.89887772,3.16162745,272.38513292
C,-2.24140002,2.74246405,272.24912162
C,-2.54817512,2.56730685,268.50881002
C,-3.59155112,1.62421045,268.37279862
C,-2.74378842,2.43609195,270.95701392
C,-3.73109772,1.43445105,270.82100262
C,-2.93151712,2.29382535,273.40521792
C,-3.85948012,1.23696725,273.26920662
C,-3.91934992,1.13553275,267.08069102
C,-4.39614472,-0.18761915,266.94467962
C,-4.03019832,0.92769985,269.52889502
