File ID,Temperature (K),G,Pressure (bar),theta,V(cm3/g)
37,298.15,-8.85040104,0.7,0.999999536,1847.3299037121642
37,298.15,-8.85040104,0.8,0.999999594,1847.3300108573485
37,298.15,-8.85040104,0.9,0.999999639,1847.3300939872324
37,298.15,-8.85040104,1.0,0.999999675,1847.3301604911398
37,298.15,-8.85040104,1.1,0.999999705,1847.3302159110629
38,298.15,-11.64470307,0.1,0.999999971,1827.7745535345352
38,298.15,-11.64470307,0.2,0.999999985,1827.7745791233795
38,298.15,-11.64470307,0.3,0.99999999,1827.7745882622523
38,298.15,-11.64470307,0.4,0.999999993,1827.774593745576
38,298.15,-11.64470307,0.5,0.999999994,1827.7745955733506
38,298.15,-11.64470307,0.6,0.999999995,1827.7745974011257
38,298.15,-11.64470307,0.7,0.999999996,1827.7745992289003
38,298.15,-11.64470307,0.8,0.999999996,1827.7745992289003
38,298.15,-11.64470307,0.9,0.999999997,1827.7746010566748
38,298.15,-11.64470307,1.0,0.999999997,1827.7746010566748
38,298.15,-11.64470307,1.1,0.999999997,1827.7746010566748
39,298.15,-3.94954794,0.1,0.987434723,1805.0870134705724
39,298.15,-3.94954794,0.2,0.99367764,1816.499421947193
39,298.15,-3.94954794,0.3,0.995776192,1820.3356947397722
39,298.15,-3.94954794,0.4,0.996828795,1822.2599130818894
39,298.15,-3.94954794,0.5,0.997461426,1823.416398645765
39,298.15,-3.94954794,0.6,0.997883627,1824.1882061631861
39,298.15,-3.94954794,0.7,0.998185417,1824.739895502346
39,298.15,-3.94954794,0.8,0.99841188,1825.1538827875913
39,298.15,-3.94954794,0.9,0.998588088,1825.476001065449
39,298.15,-3.94954794,1.0,0.9987291,1825.733779047137
39,298.15,-3.94954794,1.1,0.998844503,1825.9447423156582
4,298.15,1.2612951,0.1,0.0117553,21.704677505075814
4,298.15,1.2612951,0.2,0.023237438,42.90499586009662
4,298.15,1.2612951,0.3,0.034455824,63.61832944217939
4,298.15,1.2612951,0.4,0.045419444,83.86126976596519
4,298.15,1.2612951,0.5,0.056136878,103.64965871834706
4,298.15,1.2612951,0.6,0.066616327,122.99863841056158
4,298.15,1.2612951,0.7,0.076865631,141.92268441291657
4,298.15,1.2612951,0.8,0.086892288,160.43564083589266
4,298.15,1.2612951,0.9,0.096703476,178.5507609503661
4,298.15,1.2612951,1.0,0.106306066,196.2807311904677
4,298.15,1.2612951,1.1,0.115706641,213.63770623468415
40,298.15,-19.81613829,0.1,1.0,1826.6371307704276
40,298.15,-19.81613829,0.2,1.0,1826.6371307704276
40,298.15,-19.81613829,0.3,1.0,1826.6371307704276
40,298.15,-19.81613829,0.4,1.0,1826.6371307704276
40,298.15,-19.81613829,0.5,1.0,1826.6371307704276
40,298.15,-19.81613829,0.6,1.0,1826.6371307704276
40,298.15,-19.81613829,0.7,1.0,1826.6371307704276
40,298.15,-19.81613829,0.8,1.0,1826.6371307704276
40,298.15,-19.81613829,0.9,1.0,1826.6371307704276
40,298.15,-19.81613829,1.0,1.0,1826.6371307704276
40,298.15,-19.81613829,1.1,1.0,1826.6371307704276
41,298.15,409.9962087,0.1,2.75e-302,5.029512124561417e-299
41,298.15,409.9962087,0.2,5.51e-302,1.0077313384121239e-298
41,298.15,409.9962087,0.3,8.26e-302,1.5106825508682654e-298
41,298.15,409.9962087,0.4,1.1e-301,2.0118048498245667e-298
41,298.15,409.9962087,0.5,1.38e-301,2.5239006297799106e-298
41,298.15,409.9962087,0.6,1.65e-301,3.01770727473685e-298
41,298.15,409.9962087,0.7,1.93e-301,3.5298030546921937e-298
41,298.15,409.9962087,0.8,2.2e-301,4.023609699649133e-298
41,298.15,409.9962087,0.9,2.48e-301,4.535705479604477e-298
41,298.15,409.9962087,1.0,2.75e-301,5.0295121245614165e-298
41,298.15,409.9962087,1.1,3.03e-301,5.5416079045167604e-298
42,298.15,64.21372581,0.1,8.44e-49,1.543368080030043e-45
42,298.15,64.21372581,0.2,1.69e-48,3.090393430391911e-45
42,298.15,64.21372581,0.3,2.5299999999999998e-48,4.6264469697583046e-45
42,298.15,64.21372581,0.4,3.37e-48,6.162500509124698e-45
42,298.15,64.21372581,0.5,4.22e-48,7.716840400150216e-45
42,298.15,64.21372581,0.6,5.0599999999999997e-48,9.252893939516609e-45
42,298.15,64.21372581,0.7,5.909999999999999e-48,1.0807233830542126e-44
42,298.15,64.21372581,0.8,6.75e-48,1.234328736990852e-44
42,298.15,64.21372581,0.9,7.589999999999999e-48,1.3879340909274913e-44
42,298.15,64.21372581,1.0,8.44e-48,1.5433680800300432e-44
42,298.15,64.21372581,1.1,9.279999999999999e-48,1.6969734339666823e-44
43,298.15,0.43172688,0.1,0.046030325,84.18548279454635
43,298.15,0.43172688,0.2,0.088009542,160.9618394785808
43,298.15,0.43172688,0.3,0.126449913,231.2659529393586
43,298.15,0.43172688,0.4,0.161780827,295.8831385156629
43,298.15,0.43172688,0.5,0.194364905,355.4765986497192
43,298.15,0.43172688,0.6,0.224510494,410.61027333246295
43,298.15,0.43172688,0.7,0.252481454,461.766739679962
43,298.15,0.43172688,0.8,0.278504901,509.3613732106462
43,298.15,0.43172688,0.9,0.30277739,553.7536560174765
43,298.15,0.43172688,1.0,0.325469887,595.256270125867
43,298.15,0.43172688,1.1,0.346731799,634.1424680150881
44,298.15,4.32542643,0.1,6.75e-05,0.12341380296997025
44,298.15,4.32542643,0.2,0.000134923,0.24668682278692292
44,298.15,4.32542643,0.3,0.000202371,0.37000555141979036
44,298.15,4.32542643,0.4,0.00026981,0.49330782487892844
44,298.15,4.32542643,0.5,0.000337239,0.6165918148117007
44,298.15,4.32542643,0.6,0.00040466,0.7398611779233801
44,298.15,4.32542643,0.7,0.000472071,0.8631122575086937
44,298.15,4.32542643,0.8,0.000539474,0.9863487102729144
44,298.15,4.32542643,0.9,0.000606867,1.1095668795107694
44,298.15,4.32542643,1.0,0.000674251,1.2327685935748949
44,298.15,4.32542643,1.1,0.000741626,1.3559538524652912
5,298.15,304.8882837,0.1,3.1099999999999996e-225,5.684379026339395e-222
5,298.15,304.8882837,0.2,6.209999999999999e-225,1.135048030661339e-221
5,298.15,304.8882837,0.3,9.32e-225,1.703485933295279e-221
5,298.15,304.8882837,0.4,1.24e-224,2.266440512109598e-221
5,298.15,304.8882837,0.5,1.55e-224,2.833050640136998e-221
5,298.15,304.8882837,0.6,1.86e-224,3.399660768164398e-221
5,298.15,304.8882837,0.7,2.18e-224,3.9845486422571973e-221
5,298.15,304.8882837,0.8,2.49e-224,4.551158770284597e-221
5,298.15,304.8882837,0.9,2.8000000000000002e-224,5.117768898311996e-221
5,298.15,304.8882837,1.0,3.1100000000000003e-224,5.684379026339396e-221
